en,es,description,file,hash
Surname,Apellido,,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Surname.php,8e55577a8ed3b20bff65d23c000280d4
Username,Nombre de usuario,,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Username.php,f6039d44b29456b20f8f373155ae4973
Gender,Género,,site/modules/FrontendForms/Formelements/Inputelements/Select/defaults/Gender.php,019ec3132cdf8ee0f2e2a75cf5d3e459
"Please select","Por favor, selecciona",,site/modules/FrontendForms/Formelements/Inputelements/Select/defaults/Gender.php,992eda0d64a430fa5c7925d23ef9d0a3
Mister,Señor,,site/modules/FrontendForms/Formelements/Inputelements/Select/defaults/Gender.php,c4f448df316abb13eb7eada722c57902
Miss,Señorita,,site/modules/FrontendForms/Formelements/Inputelements/Select/defaults/Gender.php,e7ddb7cd777b59610b220bcfa80bd95f
Diverse,Diverso,,site/modules/FrontendForms/Formelements/Inputelements/Select/defaults/Gender.php,e67561dfc51195ce1ac515406291900e
Language,Idioma,,site/modules/FrontendForms/Formelements/Inputelements/Select/defaults/Language.php,4994a8ffeba4ac3140beb89e8d41f174
"You have reached the maximum number of characters.","Has alcanzado el número máximo de caracteres.",,site/modules/FrontendForms/Formelements/Inputelements/Textarea/Textarea.php,ef4384b98530cb2c2cdd7f9828d0ada2
"You have %s characters left.","Te quedan %s caracteres.",,site/modules/FrontendForms/Formelements/Inputelements/Textarea/Textarea.php,c265a6b5fe0229c56cdf89d9ff9d7754
Message,Mensaje,,site/modules/FrontendForms/Formelements/Inputelements/Textarea/defaults/Message.php,4c2a8fe7eaf24721cc7a9f0175115bd4
Send,Enviar,,site/modules/FrontendForms/Formelements/Miscellaneous/Button.php,94966d90747b97d1f0f206c98a8b1ac3
Reset,Restablecer,,site/modules/FrontendForms/Formelements/Miscellaneous/defaults/ResetButton.php,526d688f37a86d3c3f27d0c5016eb71d
"By submitting this form you agree to our %s.","Al enviar este formulario, aceptas nuestra %s.",,site/modules/FrontendForms/Formelements/Textelements/Defaults/PrivacyText.php,2c34ad3fc22ef60c91a73189e7f26e8e
"Terms of use and Privacy Policy","Términos de uso y política de privacidad",,site/modules/FrontendForms/Formelements/Textelements/Defaults/PrivacyText.php,953a9a5b5747639204478270493a532d
"To the page","A la página",,site/modules/FrontendForms/Formelements/Textelements/Link.php,bea7931fd2f2e37616d0be40dd825860
"GD library is not installed/enabled. Please install/enable it to be able to use CAPTCHA images.","La biblioteca GD no está instalada/habilitada. Por favor, instálala/habilítala para poder usar imágenes CAPTCHA.",,site/modules/FrontendForms/FrontendForms.module,3f73c9dc2eed9de2758f0bf0c32893f4
"no HTML template","sin plantilla HTML",,site/modules/FrontendForms/FrontendForms.module,7a646761a1d8fa416125a58d609c221d
"Inherit from FrontendForms","Heredar de FrontendForms",,site/modules/FrontendForms/FrontendForms.module,5bfe6a369b802afdb9bb4909ac726c2d
"Sorry, but the file including the password list could not be downloaded from GitHub.","Lo sentimos, pero el archivo que incluye la lista de contraseñas no pudo descargarse de GitHub.",,site/modules/FrontendForms/FrontendForms.module,0e482f9f5b5ee24fc1c79e192f3e775f
Comments,Comentarios,"should be identical to the weird name/title above",site/modules/FrontendForms/FrontendForms.module,8413c683b4b27cc3f4dbd4c90329d8ba
"The password blacklist has been updated manually.","La lista negra de contraseñas ha sido actualizada manualmente.",,site/modules/FrontendForms/FrontendForms.module,8c1cf6d64804d4ace27e32e7328ba784
"The IP address %s was added to the IP blacklist.","La dirección IP %s fue añadida a la lista negra de IP.",,site/modules/FrontendForms/FrontendForms.module,3c9c17c611ca47bc9a610fff9ab8a41e
"The IP address %s was removed from the IP blacklist.","La dirección IP %s fue eliminada de la lista negra de IP.",,site/modules/FrontendForms/FrontendForms.module,b537ea59941fa9c24d70efa853c70b20
"Blacklist of passwords from the module FrontendForms was updated","La lista negra de contraseñas del módulo FrontendForms fue actualizada",,site/modules/FrontendForms/FrontendForms.module,a4738ea29c2c5ace3adeefbcc56f593c
"%s is not a valid IP address and has therefore been deleted.","%s no es una dirección IP válida y, por lo tanto, ha sido eliminada.",,site/modules/FrontendForms/FrontendForms.module,143f13c4b36b268ecbc7a7e80e7a7660
"%s is not a valid color code and has therefore been deleted.","%s no es un código de color válido y, por lo tanto, ha sido eliminado.",,site/modules/FrontendForms/FrontendForms.module,1553a16436f49f007d1ccc3ad6da67be
"The color code %s does not correspond to a valid color code in HEX format and has therefore been reset to the default value %s.","El código de color %s no corresponde a un código de color válido en formato HEX y, por lo tanto, ha sido restablecido al valor predeterminado %s.",,site/modules/FrontendForms/FrontendForms.module,8af25e171cbe1bc3c510609cef747360
"Enter a date format in PHP dateformat syntax (fe Y-m-d). %s","Ingresa un formato de fecha en la sintaxis de formato de fecha de PHP (por ejemplo, Y-m-d). %s",,site/modules/FrontendForms/FrontendForms.module,05d5bf0f900e06d69f77a037499e4d0f
" The default format is %s"," El formato predeterminado es %s",,site/modules/FrontendForms/FrontendForms.module,8b9e799eb009d097d46c45aae0a90b83
"Enter a time format in PHP dateformat syntax (fe H:i:s). %s","Ingresa un formato de hora en la sintaxis de formato de fecha de PHP (por ejemplo, H:i:s). %s",,site/modules/FrontendForms/FrontendForms.module,a959f5151c4d15bf318ece417a112b4e
"This can be overwritten on the form by using this method","Esto puede sobrescribirse en el formulario usando este método",,site/modules/FrontendForms/FrontendForms.module,2047dbfc9f2dc1e1932ba5b3e5348e1e
"This can be overwritten on the form by using these methods","Esto puede sobrescribirse en el formulario usando estos métodos",,site/modules/FrontendForms/FrontendForms.module,d248bc06fcb2345c55dfd44c687e8210
"Use this method to test, if IP ban works. Enter the IP address that should be tested.","Usa este método para probar si el bloqueo de IP funciona. Ingresa la dirección IP que debería probarse.",,site/modules/FrontendForms/FrontendForms.module,ae3f9d4b86fc69e0ada3f76bf6e57e52
"This method is only for testing purposes, so do not forget to remove it afterwards.","Este método es solo para fines de prueba, así que no olvides eliminarlo después.",,site/modules/FrontendForms/FrontendForms.module,b9a5f2677904db4468d20a5fb37984ff
"Slide right to fill","Desliza a la derecha para llenar",,site/modules/FrontendForms/FrontendForms.module,e76d67cace68112a07c87cd19864fc08
Loading,Cargando,,site/modules/FrontendForms/FrontendForms.module,16bfbf9c462762cf1cba4134ec53c504
"Try again!","¡Intenta de nuevo!",,site/modules/FrontendForms/FrontendForms.module,0912f8f8b87c237b8415f1b4c0a50438
Seconds,Segundos,,site/modules/FrontendForms/FrontendForms.module,8f19a8c7566af54ea8981029730e5465
Attempts,Intentos,,site/modules/FrontendForms/FrontendForms.module,7ba3b8236d48d4f4c5ec03c3fe6b75a9
Colors,Colores,,site/modules/FrontendForms/FrontendForms.module,5d50889672f6f860d14f502de3de1957
Lines,Líneas,,site/modules/FrontendForms/FrontendForms.module,a0b0293a2db49f5f93c15a62e095c819
"Opens in a new window","Se abre en una nueva ventana",,site/modules/FrontendForms/FrontendForms.module,de25d7fa7d62d750a846b81dcb3b37f9
"More detailed information about the IP %s at www.domaintools.com","Información más detallada sobre la IP %s en www.domaintools.com",,site/modules/FrontendForms/FrontendForms.module,294f7882d547e02ee8934197e3ee43f7
"Failed attempts for IP %s","Intentos fallidos para la IP %s",,site/modules/FrontendForms/FrontendForms.module,c7c54e3411829686d669490ff05d0094
Date,Fecha,,site/modules/FrontendForms/FrontendForms.module,44749712dbec183e983dcd78a7736c41
URL,URL,,site/modules/FrontendForms/FrontendForms.module,e6b391a8d2c4d45902a23a8b6585703d
Form-ID,ID del formulario,,site/modules/FrontendForms/FrontendForms.module,de2beed414f268855270166b3474b45a
"IP address","Dirección IP",,site/modules/FrontendForms/FrontendForms.module,75ba8d70e3692ba200f0e0df37b4d2ae
User,Usuario,,site/modules/FrontendForms/FrontendForms.module,8f9bfe9d1345237cb3b2b205864da075
"Blacklist entry","Entrada en la lista negra",,site/modules/FrontendForms/FrontendForms.module,59deadcbf685b2ad32b7668720ce083d
"Number of blocks","Número de bloqueos",,site/modules/FrontendForms/FrontendForms.module,02281719187ced2a9763531b2d5cde35
Details,Detalles,,site/modules/FrontendForms/FrontendForms.module,3ec365dd533ddb7ef3d1c111186ce872
"Add/remove IP from blacklist","Añadir/eliminar IP de la lista negra",,site/modules/FrontendForms/FrontendForms.module,9b63ca019aacfd9a7917473e1720afbb
"View details","Ver detalles",,site/modules/FrontendForms/FrontendForms.module,6e9783376d951cfd780e9fdb67a0f02c
"Remove from blacklist","Eliminar de la lista negra",,site/modules/FrontendForms/FrontendForms.module,5ad3137edf46035a9faf9432f7cd0522
"Add to blacklist","Añadir a la lista negra",,site/modules/FrontendForms/FrontendForms.module,218ccb4c1ea08f5bfb6cd390c3ba94e5
"Sorry, but there is not data available. Please check if logging is enabled.","Lo sentimos, pero no hay datos disponibles. Por favor, verifica si el registro está habilitado.",,site/modules/FrontendForms/FrontendForms.module,ee765dab27b2a05c8e2f670c2e6968ad
"Markup and styling settings for the forms","Configuraciones de marcado y estilo para los formularios",,site/modules/FrontendForms/FrontendForms.module,7a07ed63e2a6c4a1c8119b711075aff2
"Make your global settings for the output. Most of the settings can be overwritten on per form base if needed.","Realiza tus configuraciones globales para la salida. La mayoría de las configuraciones pueden sobrescribirse por formulario si es necesario.",,site/modules/FrontendForms/FrontendForms.module,93acc85a7149f81e94ce8c38c98301b0
"Settings for required fields","Configuraciones para campos obligatorios",,site/modules/FrontendForms/FrontendForms.module,6175c8574382c56b54af9989e0bbf521
"Asterisk for required field","Asterisco para campo obligatorio",,site/modules/FrontendForms/FrontendForms.module,6e84806e22592cd29d58f62816fc69df
"Add an asterisk on required fields after the label tag.","Añade un asterisco en los campos obligatorios después de la etiqueta de la etiqueta.",,site/modules/FrontendForms/FrontendForms.module,dffe9621d38ef2d6cde5d19b8a5fad89
"Adds a span element with an asterisk after the field label on required fields (<span class=""asterisk"">*</span>).","Añade un elemento span con un asterisco después de la etiqueta del campo en los campos obligatorios (<span class=""asterisk"">*</span>).",,site/modules/FrontendForms/FrontendForms.module,ac4210c3245df9966263e8bc71a1836c
"You can also use CSS pseudo class :after to add an asterisk to the label tag. For this reason you can disable the asterisk markup.","También puedes usar la pseudoclase CSS :after para añadir un asterisco a la etiqueta de la etiqueta. Por esta razón, puedes deshabilitar el marcado del asterisco.",,site/modules/FrontendForms/FrontendForms.module,52fe89faf69cb2128424b868ece04de9
"Do not show hint for required fields","No mostrar pista para campos obligatorios",,site/modules/FrontendForms/FrontendForms.module,84dfb4afaa9b4a8beafb21f1eddc74a9
"Show hint for required fields on top","Mostrar pista para campos obligatorios arriba",,site/modules/FrontendForms/FrontendForms.module,86172a610c2ef5eba8f95d683853535a
"Show hint for required fields on bottom","Mostrar pista para campos obligatorios abajo",,site/modules/FrontendForms/FrontendForms.module,fd7afae8d1a6c5f8b586dd648f2edb34
"Disable displaying of the text (none), place the text before (top) or after (bottom) the form.","Deshabilitar la visualización del texto (ninguno), colocar el texto antes (arriba) o después (abajo) del formulario.",,site/modules/FrontendForms/FrontendForms.module,8842b7eaca395f94ccf4247a3dec7fb2
"Enable/disable the display of the required text and set the position","Habilitar/deshabilitar la visualización del texto requerido y establecer la posición",,site/modules/FrontendForms/FrontendForms.module,419482be203a6d6e6ca5dfab534db3c4
"Can be overwritten on each form.","Puede sobrescribirse en cada formulario.",,site/modules/FrontendForms/FrontendForms.module,a310d89389c61c1262dc8b170e54b418
"Hint for visitors that all required fields have to be filled out","Pista para los visitantes de que todos los campos obligatorios deben completarse",,site/modules/FrontendForms/FrontendForms.module,5119a3299816914535285e9a1ce65c89
"This text will be displayed on the form depending on your settings.","Este texto se mostrará en el formulario dependiendo de tus configuraciones.",,site/modules/FrontendForms/FrontendForms.module,d7c2c8b972d23974722479d00df373b9
"If nothing is entered, a default text will be displayed instead.","Si no se ingresa nada, se mostrará un texto predeterminado en su lugar.",,site/modules/FrontendForms/FrontendForms.module,4f391e9c54871cb2ba07440e4dcde2f8
"Settings for messages after form submission","Configuraciones para mensajes después del envío del formulario",,site/modules/FrontendForms/FrontendForms.module,365bb743041cffedef0b75f080a11457
"The message after successful submission","El mensaje después de un envío exitoso",,site/modules/FrontendForms/FrontendForms.module,a30590d3607a49d08ba70125889fdc4c
"This text will be displayed after a form was submitted successfully.","Este texto se mostrará después de que un formulario se haya enviado exitosamente.",,site/modules/FrontendForms/FrontendForms.module,b9490a4a1dbf80bf51629efa398fd4c4
"The message after submission failed","El mensaje después de un envío fallido",,site/modules/FrontendForms/FrontendForms.module,98a115741f55482456b6723baeced037
"This text will be displayed after errors on form submission.","Este texto se mostrará después de errores en el envío del formulario.",,site/modules/FrontendForms/FrontendForms.module,99bc0368b6b8e031527fc78678727a3a
"Settings for the markup and styling of the form and the input fields","Configuraciones para el marcado y estilo del formulario y los campos de entrada",,site/modules/FrontendForms/FrontendForms.module,8a1577b8f1c200d0151b7eed3147615a
"Add wrappers to the form fields","Añadir envoltorios a los campos del formulario",,site/modules/FrontendForms/FrontendForms.module,498dd7c80478c5b43acfd468ce925bf6
"Add wrapper div for the inputfield (input wrapper)","Añadir div envolvente para el campo de entrada (envoltorio de entrada)",,site/modules/FrontendForms/FrontendForms.module,418fa1a1a214848b688ca0929d30fdf1
"Add outer wrapper div for each formfield (field wrapper)","Añadir div envolvente externo para cada campo del formulario (envoltorio de campo)",,site/modules/FrontendForms/FrontendForms.module,02edb6924c99d44eac912630d17ee98b
"Add an additional wrapper div after opening and before closing form tag","Añadir un div envolvente adicional después de abrir y antes de cerrar la etiqueta del formulario",,site/modules/FrontendForms/FrontendForms.module,bccc224dcd0922cf59461e2d3f29dc14
"Add a wrapper div over all form elements","Añadir un div envolvente sobre todos los elementos del formulario",,site/modules/FrontendForms/FrontendForms.module,276d962ba9474e7cd0f834019b88c00a
"In some rare cases you need to wrap all form elements inside an extra wrapper div, which is between the opening and closing form tag. For this case you can add the div by checking the box.","En algunos casos raros, necesitas envolver todos los elementos del formulario dentro de un div envolvente adicional, que está entre la etiqueta de apertura y cierre del formulario. Para este caso, puedes añadir el div marcando la casilla.",,site/modules/FrontendForms/FrontendForms.module,31d74429df3f5c9334d1f91751e0f73e
"Add a CSS class to to the extra wrapper div","Añadir una clase CSS al div envolvente adicional",,site/modules/FrontendForms/FrontendForms.module,dca03e2707a55b83d6d2eb3aa549ff24
"By default, an unique id will be added, but if you need a special styling class, you can enter the name of the class in this field.","Por defecto, se añadirá un ID único, pero si necesitas una clase de estilo especial, puedes ingresar el nombre de la clase en este campo.",,site/modules/FrontendForms/FrontendForms.module,fddbf871807bca492cfdce44610e6f71
"Output rendering","Renderizado de salida",,site/modules/FrontendForms/FrontendForms.module,e22428c686e2484d13fe958b6dd96ded
"Select if you want to use a framework for rendering the form or not","Selecciona si deseas usar un marco para renderizar el formulario o no",,site/modules/FrontendForms/FrontendForms.module,b8ab6902234d473780a27431e7c004fe
"No framework","Sin marco",,site/modules/FrontendForms/FrontendForms.module,672c694e3c32de003ed77fa07f6420cc
"Custom path for the CSS classes json file","Ruta personalizada para el archivo JSON de clases CSS",,site/modules/FrontendForms/FrontendForms.module,df7e7a4b40e471bef3d8def9d6650d13
"If you want to save your custom CSS class file in a directory other than site/assets/files/FrontendForms/frameworks/, you can enter the path to your custom directory here. Otherwise leave this field empty.","Si deseas guardar tu archivo de clases CSS personalizado en un directorio diferente a site/assets/files/FrontendForms/frameworks/, puedes ingresar la ruta a tu directorio personalizado aquí. De lo contrario, deja este campo vacío.",,site/modules/FrontendForms/FrontendForms.module,fd0b6fed9e7e756313769a11093ff20d
"Please enter the path starting with site (eg site/templates/FrontendForms/frameworks).","Por favor, ingresa la ruta comenzando con site (por ejemplo, site/templates/FrontendForms/frameworks).",,site/modules/FrontendForms/FrontendForms.module,2faa0d1d2f63b7b5358d8d351efed3ee
"You find more information about custom CSS json files %s.","Encuentras más información sobre archivos JSON de CSS personalizados %s.",,site/modules/FrontendForms/FrontendForms.module,2f97875791a2ed2f8d0e37fe2459f06c
"Append the label after the input tag on checkboxes and radios","Añadir la etiqueta después de la etiqueta de entrada en casillas de verificación y radios",,site/modules/FrontendForms/FrontendForms.module,3d40631076ed8bbd19e7aaa78cd4f123
"By default, radio and checkbox tags are wrapped by their label tag. If you want to append the label tag after the input tag, please check the appropriate box.","Por defecto, las etiquetas de radio y casillas de verificación están envueltas por su etiqueta de etiqueta. Si deseas añadir la etiqueta después de la etiqueta de entrada, marca la casilla correspondiente.",,site/modules/FrontendForms/FrontendForms.module,420b58ba111ac466843ceb296be2b1c4
"Append label on checkboxes","Añadir etiqueta en casillas de verificación",,site/modules/FrontendForms/FrontendForms.module,cf44c50f0e34ccaa350623b45fb893ab
"Append label on radio buttons","Añadir etiqueta en botones de radio",,site/modules/FrontendForms/FrontendForms.module,0e575171cddf029c5b9fdc05725397cc
"Set the position of the field description","Establecer la posición de la descripción del campo",,site/modules/FrontendForms/FrontendForms.module,a835c133140136c0416a5045dec59326
"By default, the field description will be displayed after the input field. If you want you can display the description before or after the label too.","Por defecto, la descripción del campo se mostrará después del campo de entrada. Si lo deseas, también puedes mostrar la descripción antes o después de la etiqueta.",,site/modules/FrontendForms/FrontendForms.module,69749f3e4e496cf5ca8751d7f376deea
"Can be overwritten on each form and even on each input field.","Puede sobrescribirse en cada formulario e incluso en cada campo de entrada.",,site/modules/FrontendForms/FrontendForms.module,024432684785ecba47cfb7084c991a7b
"Before the field label","Antes de la etiqueta del campo",,site/modules/FrontendForms/FrontendForms.module,e1f95af6b2b8cc77ca357af807df6083
"After the field label","Después de la etiqueta del campo",,site/modules/FrontendForms/FrontendForms.module,1e2b06cfb055315bf2f71e90ae0ce5b0
"After the input field","Después del campo de entrada",,site/modules/FrontendForms/FrontendForms.module,d10fa5e10f988fcc438a488bb2f5dede
"Tag for the label element","Etiqueta para el elemento de etiqueta",,site/modules/FrontendForms/FrontendForms.module,a851fbfd023fc53cfd4c3fc913aaf0a7
"Change the tag (p, div,..) for the label of an input field.","Cambia la etiqueta (p, div, ...) para la etiqueta de un campo de entrada.",,site/modules/FrontendForms/FrontendForms.module,47a88281427cf3e734aab194a5afded8
"If you are not satisfied with the tag used for this item, you can modify it according to your needs. Otherwise, leave this field blank.","Si no estás satisfecho con la etiqueta utilizada para este elemento, puedes modificarla según tus necesidades. De lo contrario, deja este campo en blanco.",,site/modules/FrontendForms/FrontendForms.module,b4f0a0ac5d61c175e3047e45e049eb5f
"Tag for the description element","Etiqueta para el elemento de descripción",,site/modules/FrontendForms/FrontendForms.module,d12f6160684a8a387e5230025dd672f9
"Change the tag (p, div,..) for the description of an input field.","Cambia la etiqueta (p, div, ...) para la descripción de un campo de entrada.",,site/modules/FrontendForms/FrontendForms.module,36c96e06adda682dc4ad349f4e8d6db9
"Tag for the notes element","Etiqueta para el elemento de notas",,site/modules/FrontendForms/FrontendForms.module,4d0e0ce61cfb19d808810f874b7a692f
"Change the tag (p, div,..) for the notes of an input field.","Cambia la etiqueta (p, div, ...) para las notas de un campo de entrada.",,site/modules/FrontendForms/FrontendForms.module,fb6b6fcbd43277c375589aa25f68aca9
"Tag for the message elements (success and error message)","Etiqueta para los elementos de mensaje (mensaje de éxito y error)",,site/modules/FrontendForms/FrontendForms.module,ad269b44f7c4efb0b648213a1ec7ff7b
"Change the tag (p, div,..) for the messages of an input field.","Cambia la etiqueta (p, div, ...) para los mensajes de un campo de entrada.",,site/modules/FrontendForms/FrontendForms.module,99db3bbafc897f6819b0bb8e0621e5d6
"Custom CSS classes","Clases CSS personalizadas",,site/modules/FrontendForms/FrontendForms.module,2aa8d951a33a4ede2260e61e9030b6d7
"You can overwrite each CSS class with your own class name(s). If you want to add multiple classes at the same time please separate them with a whitespace (fe class1 class2).","Puedes sobrescribir cada clase CSS con tu(s) propio(s) nombre(s) de clase. Si deseas añadir varias clases al mismo tiempo, sepáralas con un espacio en blanco (por ejemplo, clase1 clase2).",,site/modules/FrontendForms/FrontendForms.module,89c12578095929b622dee02997775ec3
"CSS class for the %s","Clase CSS para el %s",,site/modules/FrontendForms/FrontendForms.module,3e17fd7790ba1feceace786e775d2ba7
"Current class","Clase actual",,site/modules/FrontendForms/FrontendForms.module,e7a61cfa8747480af7070c6f8e63c812
"Settings for stylesheets and scripts","Configuraciones para hojas de estilo y scripts",,site/modules/FrontendForms/FrontendForms.module,d8e4d251281d05f85acf5cc936fa7f4d
"Javascript setting","Configuración de Javascript",,site/modules/FrontendForms/FrontendForms.module,c454d41006c3a47ef050056608a6b7d9
"Remove all module Javascript files from frontend","Eliminar todos los archivos Javascript del módulo del frontend",,site/modules/FrontendForms/FrontendForms.module,73e95f708b3641dc5fca104171c32081
"All JavaScript files, which will be needed for some features of the form, will added before the closing body tag on the frontend by default . You can prevent the embedding of the scripts completely by checking the box.","Todos los archivos JavaScript, que serán necesarios para algunas funciones del formulario, se añadirán antes de la etiqueta de cierre del cuerpo en el frontend por defecto. Puedes evitar la incrustación de los scripts completamente marcando la casilla.",,site/modules/FrontendForms/FrontendForms.module,456ec8e7a08a31fa2153bbea0091440c
"CSS setting","Configuración de CSS",,site/modules/FrontendForms/FrontendForms.module,6bfa90ae9f841ec2adedb46975347afd
"Remove frontendforms.css from template","Eliminar frontendforms.css de la plantilla",,site/modules/FrontendForms/FrontendForms.module,40332d3353119c2a3709b3207527f745
"A small CSS file for the forms will be added to the template by default. You can remove the embedding of the CSS file by checking the box.","Un pequeño archivo CSS para los formularios se añadirá a la plantilla por defecto. Puedes eliminar la incrustación del archivo CSS marcando la casilla.",,site/modules/FrontendForms/FrontendForms.module,a0a34efcb7026e3f77c8e54472b84fd8
"Ajax form submission","Envío de formulario vía Ajax",,site/modules/FrontendForms/FrontendForms.module,60b194eab605784a5b4d24e228c2e76d
"Submit forms via Ajax","Enviar formularios vía Ajax",,site/modules/FrontendForms/FrontendForms.module,565bc477c715412ea8ce5d0fcf65f22f
"If the box is checked, every form and its form data will be submitted via Ajax. This means that there will be no page reload after submission.","Si la casilla está marcada, cada formulario y sus datos se enviarán vía Ajax. Esto significa que no habrá recarga de página después del envío.",,site/modules/FrontendForms/FrontendForms.module,7236e01a0c420ee025e2ff26d8d4d21f
"Please note, if Javascript is not enabled, the form will be submitted with page reload, but this could cause problems under certain circumstances where no page reload is necessary. If Javascript is not enabled, the user will see a warning message above the form.","Ten en cuenta que, si Javascript no está habilitado, el formulario se enviará con recarga de página, pero esto podría causar problemas en ciertas circunstancias donde no es necesaria la recarga de página. Si Javascript no está habilitado, el usuario verá un mensaje de advertencia encima del formulario.",,site/modules/FrontendForms/FrontendForms.module,21b577392733c28766c3c34d5bddf53d
"Hide the progressbar during form submission","Ocultar la barra de progreso durante el envío del formulario",,site/modules/FrontendForms/FrontendForms.module,32d0a0932303e72b8cd4da077ecf6838
"If the box is checked, the progressbar will not be displayed during the form submission via Ajax.","Si la casilla está marcada, la barra de progreso no se mostrará durante el envío del formulario vía Ajax.",,site/modules/FrontendForms/FrontendForms.module,30526da4a80e9236f977949cad94b787
"Usually, a progressbar with a text will be displayed during the submission of a form via Ajax to inform the user that the form will be submitted. This could be helpful to users, if the submission will take a little more time.","Normalmente, se mostrará una barra de progreso con un texto durante el envío de un formulario vía Ajax para informar al usuario que el formulario está siendo enviado. Esto podría ser útil para los usuarios si el envío toma un poco más de tiempo.",,site/modules/FrontendForms/FrontendForms.module,17c6f55cd8c47c8c64246835709f7893
"AJAX form submission info text","Texto informativo de envío de formulario vía AJAX",,site/modules/FrontendForms/FrontendForms.module,222be968e8865753b0dbd5ea083b877e
"This text will be displayed next to the progress bar during a form is submitted via AJAX.","Este texto se mostrará junto a la barra de progreso mientras se envía un formulario vía AJAX.",,site/modules/FrontendForms/FrontendForms.module,091a75fbe174b195242b44b8a2cc2194
"Email settings","Configuraciones de correo electrónico",,site/modules/FrontendForms/FrontendForms.module,5386484801d01d2ece73fbc5f605f739
"HTML email template setting","Configuración de plantilla de correo HTML",,site/modules/FrontendForms/FrontendForms.module,7ba64fb164e72d97660308b67acfefbe
"Choose whether you want to use the HTML template for your emails and if so, which one.","Elige si deseas usar la plantilla HTML para tus correos electrónicos y, de ser así, cuál.",,site/modules/FrontendForms/FrontendForms.module,cebf3687d25bd4915ed8816bf8f91604
"If you are using FrontendForms with the PW WireMail class to send emails, you can use a HTML email template by adding the mailTemplate() method to the WireMail object. Can be overwritten on each form.","Si estás usando FrontendForms con la clase PW WireMail para enviar correos electrónicos, puedes usar una plantilla de correo HTML añadiendo el método mailTemplate() al objeto WireMail. Puede sobrescribirse en cada formulario.",,site/modules/FrontendForms/FrontendForms.module,99d4cdbb31bb961f30c4d20dfc7afb39
"Date format","Formato de fecha",,site/modules/FrontendForms/FrontendForms.module,534fd46732986cba0efeda8701592427
"fe. Y-m-d","por ejemplo, Y-m-d",,site/modules/FrontendForms/FrontendForms.module,11775982c70c55a70765a0a3e82ecc41
"Enter a global date format which can be used for date strings in email templates.","Ingresa un formato de fecha global que pueda usarse para cadenas de fecha en plantillas de correo electrónico.",,site/modules/FrontendForms/FrontendForms.module,72283172f716e7c34b35b50ff698535f
"Time format","Formato de hora",,site/modules/FrontendForms/FrontendForms.module,08d069d5db8652e62598ac3a655f95d8
"fe. H:i","por ejemplo, H:i",,site/modules/FrontendForms/FrontendForms.module,5f370f31237cf69ef9557bb195412608
"Enter a global time format which can be used for time strings in email templates.","Ingresa un formato de hora global que pueda usarse para cadenas de hora en plantillas de correo electrónico.",,site/modules/FrontendForms/FrontendForms.module,e198ef21e8a32d2793314a7ddc09d72a
"Data privacy settings","Configuraciones de privacidad de datos",,site/modules/FrontendForms/FrontendForms.module,3d68b09877695bf8ec9113899ff693ad
"Select the type of page that contains your privacy policy","Selecciona el tipo de página que contiene tu política de privacidad",,site/modules/FrontendForms/FrontendForms.module,8505305f66de73c3333016eca221de3d
"Choose whether you want to use an internal ProcessWire page or an external website as your privacy policy page.","Elige si deseas usar una página interna de ProcessWire o un sitio web externo como tu página de política de privacidad.",,site/modules/FrontendForms/FrontendForms.module,3b314feef3a760d84c30ae0cc3204c94
"Internal ProcessWire page","Página interna de ProcessWire",,site/modules/FrontendForms/FrontendForms.module,de3237e4be387dcdc969538f20f15f00
"Page of an external website","Página de un sitio web externo",,site/modules/FrontendForms/FrontendForms.module,9e6c6de8da88dcf38c4fe9fd0f71e0b8
"URL to the external page with the privacy policy","URL a la página externa con la política de privacidad",,site/modules/FrontendForms/FrontendForms.module,15508888087480ed9fc1f1e912defd00
"Enter the URL of the page that contains your privacy policy.","Ingresa la URL de la página que contiene tu política de privacidad.",,site/modules/FrontendForms/FrontendForms.module,f0a25732b34fad9f41d2fc69772ed923
"Privacy policy page","Página de política de privacidad",,site/modules/FrontendForms/FrontendForms.module,3b75aac75dc5f26614dab746da7b081d
"Select the page that contains your privacy policy by entering a search term for the title of that page (e.g. privacy).","Selecciona la página que contiene tu política de privacidad ingresando un término de búsqueda para el título de esa página (por ejemplo, privacidad).",,site/modules/FrontendForms/FrontendForms.module,658a5b22c4343bcf0c40d64bc3ec7696
"The link to this page will be used inside the Privacy class for generating the ""Accept the privacy policy"" checkbox.","El enlace a esta página se usará dentro de la clase Privacidad para generar la casilla de verificación ""Aceptar la política de privacidad"".",,site/modules/FrontendForms/FrontendForms.module,b2037d2cf34d31283e27629ce628a7b1
"Spam protection and security settings for the forms","Configuraciones de protección contra spam y seguridad para los formularios",,site/modules/FrontendForms/FrontendForms.module,d948b0979419edaaf3ede78b08431a01
"Make your global settings for spam protection and security. Most of the settings can be overwritten on per form base if needed.","Realiza tus configuraciones globales para la protección contra spam y seguridad. La mayoría de las configuraciones pueden sobrescribirse por formulario si es necesario.",,site/modules/FrontendForms/FrontendForms.module,c7ba82e5e96eb3b6e938a23b4c6b604f
